complaint_id,date_received,product,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,category
100855,2024-07-25,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. The company has not responded to my previous complaints.,Navy Federal,FL,Postal mail,Closed with explanation,Yes,No,0
100856,2023-11-19,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly. I have tried to resolve this issue multiple times.,Discover,FL,Web,Closed with explanation,Yes,No,2
100857,2024-01-24,Mortgage,My mortgage servicer lost my payment and now claims I am in default. I have tried to resolve this issue multiple times.,Chase,PA,Web,Closed with monetary relief,Yes,No,3
100858,2024-07-17,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. This situation is causing me significant financial stress.,Synchrony Financial,CA,Phone,Closed with non-monetary relief,Yes,N/A,0
100859,2024-04-09,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. I have tried to resolve this issue multiple times.,USAA,PA,Email,Closed,Yes,N/A,1
100860,2023-11-05,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I have documentation to support my claim.,Wells Fargo,OH,Email,In progress,Yes,N/A,0
100861,2025-04-29,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. This situation is causing me significant financial stress.,Wells Fargo,PA,Referral,In progress,Yes,N/A,1
100862,2024-07-01,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. This has been ongoing for several months.,Wells Fargo,TX,Postal mail,Closed with monetary relief,Yes,No,0
100863,2025-07-02,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents.,Wells Fargo,PA,Postal mail,Closed with non-monetary relief,Yes,N/A,2
100864,2023-10-25,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. The company has not responded to my previous complaints.,Bank of America,IL,Postal mail,In progress,Yes,Yes,1
100865,2025-03-31,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. I have tried to resolve this issue multiple times.,USAA,GA,Email,Closed with explanation,Yes,No,2
100866,2024-04-26,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have tried to resolve this issue multiple times.,Capital One,IL,Postal mail,Closed,Yes,N/A,0
100867,2024-10-30,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. This has been ongoing for several months.,Discover,IL,Phone,Closed with non-monetary relief,Yes,No,0
100868,2025-08-18,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items.,Capital One,OH,Web,In progress,Yes,Yes,0
100869,2025-05-18,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. I have tried to resolve this issue multiple times.,Discover,OH,Referral,Closed with explanation,Yes,Yes,0
100870,2023-11-26,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. The company has not responded to my previous complaints.,Navy Federal,NY,Postal mail,Closed with non-monetary relief,Yes,No,2
100871,2024-12-05,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I need immediate assistance with this matter.,Navy Federal,IL,Postal mail,In progress,Yes,Yes,2
100872,2023-12-22,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I have tried to resolve this issue multiple times.,Chase,MI,Email,Closed with non-monetary relief,Yes,N/A,0
100873,2023-11-15,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. This situation is causing me significant financial stress.,USAA,FL,Postal mail,Closed with non-monetary relief,Yes,N/A,0
100874,2025-08-12,Debt collection,Debt collector contacted my employer and family members about my personal debt. This situation is causing me significant financial stress.,USAA,NC,Web,Closed with non-monetary relief,Yes,No,1
100875,2025-05-24,Mortgage,Mortgage servicer transferred my loan without proper notification.,Wells Fargo,IL,Postal mail,Closed,Yes,N/A,3
100876,2024-01-07,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. I need immediate assistance with this matter.,Capital One,FL,Referral,Closed with explanation,Yes,N/A,1
100877,2025-09-24,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I have tried to resolve this issue multiple times.,Navy Federal,MI,Phone,In progress,Yes,Yes,2
100878,2025-02-25,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly. The company has not responded to my previous complaints.,Citibank,CA,Phone,Closed with explanation,Yes,N/A,2
100879,2024-05-24,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. I have tried to resolve this issue multiple times.,Navy Federal,GA,Phone,Closed with non-monetary relief,No,N/A,2
100880,2024-06-22,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I need immediate assistance with this matter.,Chase,FL,Referral,Closed with non-monetary relief,Yes,N/A,0
100881,2025-10-05,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. I need immediate assistance with this matter.,Capital One,OH,Referral,Closed with non-monetary relief,Yes,No,1
100882,2025-04-22,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. This has been ongoing for several months.,Synchrony Financial,MI,Postal mail,Closed with monetary relief,Yes,No,3
100883,2024-08-09,Debt collection,Debt collector sued me without proper documentation or proof of the alleged debt. I have tried to resolve this issue multiple times.,American Express,CA,Email,Closed,Yes,No,1
100884,2024-02-02,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I need immediate assistance with this matter.,Navy Federal,MI,Email,In progress,Yes,N/A,0
100885,2025-07-01,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. The company has not responded to my previous complaints.,Synchrony Financial,GA,Web,Closed with non-monetary relief,Yes,N/A,1
100886,2025-09-10,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I have documentation to support my claim.,USAA,OH,Email,Closed with explanation,Yes,No,0
100887,2024-07-27,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. This situation is causing me significant financial stress.,American Express,PA,Phone,Closed,Yes,N/A,3
100888,2024-12-23,Debt collection,Debt collector contacted my employer and family members about my personal debt. I need immediate assistance with this matter.,Navy Federal,CA,Email,Closed with non-monetary relief,Yes,Yes,1
100889,2023-12-29,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information.,Synchrony Financial,TX,Email,Closed with explanation,Yes,No,2
100890,2024-02-29,Debt collection,Debt collector contacted my employer and family members about my personal debt.,USAA,FL,Postal mail,Closed,Yes,N/A,1
100891,2025-09-25,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I need immediate assistance with this matter.,Chase,GA,Email,Closed with non-monetary relief,Yes,No,0
100892,2025-02-06,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This has been ongoing for several months.,Discover,FL,Web,Closed with explanation,Yes,Yes,0
100893,2024-07-17,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. I have documentation to support my claim.,Discover,TX,Email,Closed,Yes,N/A,1
100894,2024-04-05,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I need immediate assistance with this matter.,American Express,CA,Referral,Closed with monetary relief,Yes,No,0
100895,2025-05-25,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I have tried to resolve this issue multiple times.,Chase,CA,Postal mail,Closed with monetary relief,Yes,No,0
100896,2024-07-21,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. I have documentation to support my claim.,Capital One,FL,Web,Closed with non-monetary relief,Yes,N/A,1
100897,2024-01-22,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. This has been ongoing for several months.,Capital One,CA,Postal mail,Closed,Yes,No,1
100898,2025-10-15,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. The company has not responded to my previous complaints.,Navy Federal,GA,Referral,Closed with non-monetary relief,Yes,N/A,3
100899,2024-08-27,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I need immediate assistance with this matter.,Synchrony Financial,TX,Email,In progress,Yes,N/A,0
100900,2024-04-08,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. I have tried to resolve this issue multiple times.,Capital One,MI,Email,Closed with non-monetary relief,No,Yes,1
100901,2025-05-22,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have tried to resolve this issue multiple times.,Wells Fargo,IL,Web,Closed with non-monetary relief,Yes,N/A,0
100902,2024-03-08,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have documentation to support my claim.,Navy Federal,PA,Phone,Closed with explanation,Yes,Yes,0
100903,2024-08-20,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. This has been ongoing for several months.,Chase,FL,Phone,In progress,Yes,N/A,0
100904,2024-03-07,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I need immediate assistance with this matter.,Discover,CA,Web,Closed with monetary relief,Yes,Yes,0
100905,2024-09-27,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. This situation is causing me significant financial stress.,Bank of America,OH,Email,Closed with explanation,Yes,N/A,0
100906,2025-06-05,Consumer Loan,The loan terms changed after I signed the agreement without my consent. I need immediate assistance with this matter.,Bank of America,PA,Phone,In progress,Yes,N/A,2
100907,2025-03-20,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. The company has not responded to my previous complaints.,Citibank,MI,Web,Closed with explanation,Yes,No,2
100908,2023-11-15,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I need immediate assistance with this matter.,Navy Federal,PA,Postal mail,In progress,Yes,Yes,0
100909,2024-04-30,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. This situation is causing me significant financial stress.,Navy Federal,MI,Phone,Closed with non-monetary relief,Yes,No,0
100910,2024-01-12,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. The company has not responded to my previous complaints.,Synchrony Financial,GA,Referral,In progress,Yes,Yes,2
100911,2024-12-27,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. I have documentation to support my claim.,Citibank,CA,Web,Closed with explanation,Yes,N/A,3
100912,2025-06-22,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. I have documentation to support my claim.,Citibank,MI,Postal mail,Closed,Yes,N/A,3
100913,2024-10-27,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. This situation is causing me significant financial stress.,USAA,NY,Web,Closed with non-monetary relief,Yes,No,0
100914,2025-08-12,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. This situation is causing me significant financial stress.,Capital One,PA,Email,In progress,Yes,N/A,0
100915,2025-10-14,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents.,Bank of America,IL,Phone,Closed,Yes,Yes,2
100916,2025-04-24,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons.,Citibank,IL,Phone,Closed,Yes,No,2
100917,2025-09-14,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information.,Chase,GA,Referral,Closed,Yes,No,2
100918,2024-08-23,Mortgage,Mortgage servicer transferred my loan without proper notification. I need immediate assistance with this matter.,Wells Fargo,NC,Phone,In progress,Yes,No,3
100919,2024-04-20,Mortgage,Mortgage servicer transferred my loan without proper notification. The company has not responded to my previous complaints.,Wells Fargo,NY,Email,Closed with monetary relief,Yes,Yes,3
100920,2025-05-21,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. This has been ongoing for several months.,Capital One,CA,Phone,Closed,Yes,N/A,0
100921,2024-02-08,Debt collection,Debt collector contacted my employer and family members about my personal debt. The company has not responded to my previous complaints.,American Express,FL,Email,Closed with explanation,Yes,N/A,1
100922,2024-12-02,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. I have documentation to support my claim.,Wells Fargo,PA,Postal mail,Closed with explanation,Yes,N/A,1
100923,2024-10-05,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. I have tried to resolve this issue multiple times.,Synchrony Financial,PA,Referral,In progress,Yes,No,2
100924,2025-06-28,Consumer Loan,The loan terms changed after I signed the agreement without my consent. I have tried to resolve this issue multiple times.,Discover,CA,Referral,Closed with explanation,Yes,N/A,2
100925,2025-09-25,Debt collection,Debt collector sued me without proper documentation or proof of the alleged debt. The company has not responded to my previous complaints.,Synchrony Financial,NC,Referral,Closed with non-monetary relief,Yes,Yes,1
100926,2024-05-02,Debt collection,I requested validation of debt but the collector continued collection activities. I need immediate assistance with this matter.,Capital One,IL,Referral,Closed with explanation,Yes,Yes,1
100927,2025-09-13,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I have tried to resolve this issue multiple times.,Synchrony Financial,OH,Email,Closed with explanation,No,N/A,2
100928,2025-09-05,Mortgage,My mortgage servicer lost my payment and now claims I am in default. This situation is causing me significant financial stress.,Navy Federal,TX,Phone,Closed,Yes,N/A,3
100929,2024-05-05,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. This has been ongoing for several months.,Capital One,CA,Email,Closed with monetary relief,No,N/A,0
100930,2025-03-29,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly. This situation is causing me significant financial stress.,Citibank,PA,Phone,In progress,No,N/A,2
100931,2024-07-26,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report.,Bank of America,PA,Referral,Closed with non-monetary relief,Yes,N/A,0
100932,2025-10-05,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. This has been ongoing for several months.,Navy Federal,NC,Email,Closed with explanation,Yes,N/A,0
100933,2024-10-27,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. The company has not responded to my previous complaints.,USAA,IL,Phone,Closed with non-monetary relief,Yes,N/A,0
100934,2025-02-12,Mortgage,I requested information about my escrow account but received no response. The company has not responded to my previous complaints.,Chase,TX,Phone,In progress,No,N/A,3
100935,2024-07-23,Mortgage,Mortgage servicer transferred my loan without proper notification. The company has not responded to my previous complaints.,Wells Fargo,FL,Web,Closed,Yes,Yes,3
100936,2024-09-23,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. This has been ongoing for several months.,Wells Fargo,TX,Postal mail,Closed,Yes,No,1
100937,2024-02-18,Debt collection,Debt collector contacted my employer and family members about my personal debt. I have documentation to support my claim.,Navy Federal,GA,Email,Closed with monetary relief,Yes,Yes,1
100938,2025-04-01,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. This situation is causing me significant financial stress.,USAA,TX,Postal mail,In progress,Yes,No,1
100939,2023-11-05,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. This has been ongoing for several months.,Synchrony Financial,TX,Postal mail,Closed with monetary relief,Yes,No,0
100940,2025-02-25,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. I need immediate assistance with this matter.,Citibank,FL,Email,Closed with monetary relief,Yes,N/A,3
100941,2025-04-16,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I need immediate assistance with this matter.,Discover,IL,Postal mail,Closed,Yes,N/A,0
100942,2024-06-21,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. This has been ongoing for several months.,Bank of America,IL,Postal mail,Closed,Yes,No,2
100943,2024-10-29,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. This situation is causing me significant financial stress.,Navy Federal,MI,Referral,In progress,Yes,N/A,0
100944,2025-07-03,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I need immediate assistance with this matter.,Discover,NC,Web,Closed with monetary relief,Yes,No,0
100945,2024-02-24,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. I need immediate assistance with this matter.,American Express,NY,Email,Closed with non-monetary relief,No,Yes,3
100946,2024-09-22,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I need immediate assistance with this matter.,Bank of America,IL,Referral,In progress,Yes,No,2
100947,2024-08-01,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information.,Navy Federal,IL,Email,Closed with non-monetary relief,Yes,N/A,2
100948,2023-12-05,Debt collection,Debt collector contacted my employer and family members about my personal debt. I have documentation to support my claim.,Bank of America,MI,Postal mail,Closed with explanation,Yes,N/A,1
100949,2024-03-31,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This situation is causing me significant financial stress.,Bank of America,GA,Referral,Closed with monetary relief,Yes,No,0
100950,2024-02-16,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. This has been ongoing for several months.,Bank of America,MI,Postal mail,Closed with monetary relief,Yes,Yes,2
100951,2023-12-14,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. I have documentation to support my claim.,Wells Fargo,TX,Referral,Closed with non-monetary relief,Yes,N/A,3
100952,2025-05-23,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected.,Chase,GA,Email,Closed with monetary relief,Yes,Yes,0
100953,2024-03-08,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. The company has not responded to my previous complaints.,Synchrony Financial,NY,Referral,Closed with monetary relief,Yes,No,0
100954,2023-11-25,Mortgage,I requested information about my escrow account but received no response. The company has not responded to my previous complaints.,Capital One,OH,Phone,Closed with explanation,Yes,No,3
100955,2024-05-16,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. The company has not responded to my previous complaints.,American Express,FL,Phone,Closed with explanation,Yes,N/A,1
100956,2025-08-27,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. The company has not responded to my previous complaints.,Wells Fargo,NC,Phone,Closed with explanation,Yes,N/A,0
100957,2025-09-19,Mortgage,I requested information about my escrow account but received no response.,Citibank,OH,Email,Closed,Yes,No,3
100958,2024-09-24,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents. I have documentation to support my claim.,American Express,OH,Postal mail,In progress,Yes,No,2
100959,2025-04-26,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I have documentation to support my claim.,Synchrony Financial,FL,Referral,In progress,Yes,Yes,0
100960,2024-10-17,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report.,American Express,FL,Phone,Closed with non-monetary relief,Yes,No,0
100961,2025-08-08,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. This has been ongoing for several months.,Wells Fargo,FL,Postal mail,Closed,Yes,N/A,0
100962,2025-06-02,Debt collection,Debt collector contacted my employer and family members about my personal debt. This has been ongoing for several months.,American Express,GA,Email,Closed,Yes,N/A,1
100963,2024-05-17,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I need immediate assistance with this matter.,American Express,NC,Postal mail,Closed,Yes,N/A,2
100964,2025-04-13,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents. I have tried to resolve this issue multiple times.,American Express,MI,Web,In progress,Yes,Yes,2
100965,2025-02-20,Mortgage,My home appraisal came in lower than expected affecting my refinancing options.,USAA,PA,Postal mail,In progress,Yes,No,3
100966,2025-09-12,Debt collection,I requested validation of debt but the collector continued collection activities. This has been ongoing for several months.,Navy Federal,GA,Phone,Closed with explanation,Yes,Yes,1
100967,2025-07-31,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. I have documentation to support my claim.,Chase,NC,Phone,Closed,Yes,No,2
100968,2024-02-04,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. The company has not responded to my previous complaints.,Bank of America,NY,Postal mail,Closed with explanation,Yes,N/A,1
100969,2025-08-27,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. The company has not responded to my previous complaints.,Discover,NC,Web,Closed,Yes,No,0
100970,2024-06-27,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. The company has not responded to my previous complaints.,Navy Federal,IL,Postal mail,Closed with monetary relief,Yes,N/A,0
100971,2025-05-02,Mortgage,I requested information about my escrow account but received no response. This situation is causing me significant financial stress.,Wells Fargo,MI,Phone,In progress,Yes,N/A,3
100972,2024-01-15,Consumer Loan,The loan terms changed after I signed the agreement without my consent. This has been ongoing for several months.,Synchrony Financial,MI,Referral,In progress,Yes,No,2
100973,2024-12-26,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have documentation to support my claim.,Navy Federal,CA,Phone,Closed,Yes,N/A,0
100974,2024-05-21,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. I have tried to resolve this issue multiple times.,Bank of America,PA,Phone,Closed with non-monetary relief,Yes,No,2
100975,2025-01-30,Mortgage,I requested information about my escrow account but received no response. This situation is causing me significant financial stress.,Wells Fargo,TX,Email,Closed with non-monetary relief,Yes,N/A,3
100976,2024-07-20,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I have documentation to support my claim.,Discover,FL,Phone,Closed with non-monetary relief,Yes,N/A,2
100977,2024-04-28,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. I have tried to resolve this issue multiple times.,Wells Fargo,IL,Web,Closed with non-monetary relief,Yes,N/A,2
100978,2024-05-31,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement.,American Express,OH,Referral,Closed,Yes,N/A,2
100979,2024-03-08,Debt collection,Debt collector contacted my employer and family members about my personal debt. I have tried to resolve this issue multiple times.,Discover,CA,Phone,Closed with explanation,No,Yes,1
100980,2024-07-02,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have tried to resolve this issue multiple times.,American Express,GA,Phone,Closed,Yes,No,0
100981,2023-11-21,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly. I need immediate assistance with this matter.,American Express,GA,Phone,Closed with non-monetary relief,Yes,Yes,2
100982,2024-12-29,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. This has been ongoing for several months.,Synchrony Financial,OH,Phone,In progress,Yes,No,1
100983,2024-04-24,Mortgage,My mortgage servicer lost my payment and now claims I am in default. This has been ongoing for several months.,Discover,OH,Email,Closed with monetary relief,Yes,N/A,3
100984,2025-01-20,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents. This situation is causing me significant financial stress.,Bank of America,PA,Email,Closed,Yes,N/A,2
100985,2023-11-29,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information.,Citibank,MI,Referral,In progress,Yes,N/A,2
100986,2023-11-14,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have documentation to support my claim.,Chase,IL,Email,Closed with explanation,Yes,Yes,0
100987,2025-08-12,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected.,Wells Fargo,OH,Web,In progress,Yes,N/A,0
100988,2024-07-21,Mortgage,I applied for a loan modification but received no response for over six months. I have documentation to support my claim.,Discover,NY,Phone,Closed with monetary relief,Yes,N/A,3
100989,2025-09-26,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. This has been ongoing for several months.,Navy Federal,TX,Web,In progress,Yes,No,1
100990,2024-01-06,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. The company has not responded to my previous complaints.,Bank of America,TX,Web,In progress,Yes,N/A,0
100991,2023-12-18,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I need immediate assistance with this matter.,Navy Federal,FL,Web,Closed with non-monetary relief,Yes,Yes,2
100992,2024-06-29,Consumer Loan,The loan terms changed after I signed the agreement without my consent. This situation is causing me significant financial stress.,Bank of America,GA,Phone,Closed,Yes,N/A,2
100993,2025-05-08,Mortgage,Mortgage servicer transferred my loan without proper notification. This situation is causing me significant financial stress.,Bank of America,PA,Web,Closed,Yes,No,3
100994,2025-08-20,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. This situation is causing me significant financial stress.,Capital One,PA,Referral,Closed,Yes,N/A,2
100995,2025-03-29,Mortgage,I applied for a loan modification but received no response for over six months. I need immediate assistance with this matter.,Navy Federal,OH,Referral,Closed,Yes,N/A,3
100996,2024-04-15,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. I have tried to resolve this issue multiple times.,American Express,NY,Email,Closed with explanation,Yes,Yes,2
100997,2025-01-28,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. I have documentation to support my claim.,Bank of America,CA,Web,Closed with explanation,Yes,No,2
100998,2024-07-21,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items.,Wells Fargo,GA,Referral,Closed with explanation,Yes,Yes,0
100999,2024-09-16,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have documentation to support my claim.,Capital One,FL,Phone,Closed,Yes,N/A,0
101000,2023-10-27,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. The company has not responded to my previous complaints.,Synchrony Financial,GA,Postal mail,Closed,Yes,No,2
101001,2025-03-03,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. The company has not responded to my previous complaints.,Wells Fargo,OH,Postal mail,Closed with explanation,Yes,N/A,1
101002,2023-11-22,Mortgage,Mortgage servicer transferred my loan without proper notification. This situation is causing me significant financial stress.,Capital One,OH,Web,Closed with explanation,Yes,N/A,3
101003,2024-11-06,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. The company has not responded to my previous complaints.,Bank of America,GA,Phone,Closed with non-monetary relief,Yes,No,0
101004,2025-09-10,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. The company has not responded to my previous complaints.,American Express,NY,Phone,Closed,Yes,N/A,0
101005,2023-11-15,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I have documentation to support my claim.,Discover,GA,Web,Closed,Yes,No,0
101006,2025-09-14,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I have tried to resolve this issue multiple times.,Citibank,CA,Email,Closed with non-monetary relief,Yes,No,0
101007,2025-08-17,Debt collection,Debt collector sued me without proper documentation or proof of the alleged debt. I need immediate assistance with this matter.,USAA,PA,Postal mail,In progress,Yes,No,1
101008,2025-09-13,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This has been ongoing for several months.,Discover,CA,Phone,Closed with explanation,Yes,N/A,0
101009,2025-03-18,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. This has been ongoing for several months.,USAA,GA,Email,Closed with non-monetary relief,Yes,N/A,1
101010,2025-09-13,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. This has been ongoing for several months.,Chase,GA,Web,Closed,Yes,N/A,0
101011,2023-11-02,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have tried to resolve this issue multiple times.,Chase,CA,Referral,Closed with explanation,Yes,No,0
101012,2025-07-13,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations.,Synchrony Financial,MI,Referral,In progress,No,Yes,1
101013,2025-07-04,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize.,Bank of America,GA,Email,In progress,Yes,N/A,1
101014,2025-03-27,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. This has been ongoing for several months.,American Express,IL,Postal mail,Closed with monetary relief,Yes,N/A,0
101015,2024-03-10,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. I have documentation to support my claim.,USAA,FL,Phone,Closed with non-monetary relief,Yes,No,2
101016,2025-04-26,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. The company has not responded to my previous complaints.,Discover,TX,Web,Closed with monetary relief,Yes,No,0
